freq,psd_x,psd_y,psd_z,psd_xyz
152.3,3.663e+04,4.431e+04,1.466e+04,9.561e+04
153.9,3.299e+04,4.475e+04,1.255e+04,9.029e+04
155.4,3.773e+04,4.867e+04,1.336e+04,9.976e+04
156.9,4.302e+04,4.927e+04,1.422e+04,1.065e+05
158.5,3.809e+04,3.905e+04,1.192e+04,8.907e+04
160.0,3.267e+04,3.629e+04,1.148e+04,8.045e+04
161.6,2.991e+04,3.177e+04,1.180e+04,7.348e+04
163.1,2.773e+04,2.829e+04,9.802e+03,6.583e+04
164.6,2.822e+04,2.865e+04,8.977e+03,6.585e+04
166.2,2.927e+04,2.967e+04,8.735e+03,6.767e+04
167.7,2.777e+04,2.954e+04,8.270e+03,6.558e+04
169.2,2.599e+04,2.770e+04,7.720e+03,6.142e+04
170.8,2.574e+04,2.586e+04,7.513e+03,5.912e+04
172.3,2.545e+04,2.588e+04,7.573e+03,5.891e+04
173.9,2.852e+04,2.446e+04,8.367e+03,6.135e+04
175.4,3.165e+04,2.234e+04,8.076e+03,6.207e+04
176.9,2.611e+04,1.912e+04,7.543e+03,5.277e+04
178.5,2.545e+04,1.707e+04,7.402e+03,4.992e+04
180.0,2.539e+04,1.639e+04,6.647e+03,4.843e+04
181.6,2.402e+04,1.773e+04,6.576e+03,4.832e+04
183.1,2.923e+04,2.228e+04,8.250e+03,5.975e+04
184.6,3.222e+04,2.758e+04,8.678e+03,6.848e+04
186.2,4.468e+04,3.717e+04,1.132e+04,9.317e+04
187.7,4.271e+04,3.475e+04,9.539e+03,8.700e+04
189.3,3.944e+04,2.796e+04,9.521e+03,7.692e+04
190.8,4.451e+04,2.696e+04,1.044e+04,8.190e+04
192.3,4.243e+04,2.727e+04,1.055e+04,8.025e+04
193.9,4.549e+04,2.869e+04,1.156e+04,8.574e+04
195.4,4.601e+04,2.524e+04,1.168e+04,8.293e+04
196.9,1.937e+04,1.000e+04,5.400e+03,3.478e+04
