freq,psd_x,psd_y,psd_z,psd_xyz
136.4,2.952e+03,2.377e+02,3.219e+02,3.512e+03
137.9,2.783e+03,2.524e+02,2.850e+02,3.320e+03
139.4,2.794e+03,3.183e+02,2.611e+02,3.373e+03
140.9,2.897e+03,4.534e+02,2.540e+02,3.605e+03
142.4,2.949e+03,4.932e+02,2.456e+02,3.687e+03
143.9,3.158e+03,5.159e+02,2.216e+02,3.895e+03
145.4,3.338e+03,5.484e+02,1.982e+02,4.085e+03
146.9,3.355e+03,6.106e+02,1.688e+02,4.135e+03
148.4,3.412e+03,6.458e+02,1.411e+02,4.199e+03
149.9,3.496e+03,6.079e+02,1.505e+02,4.255e+03
151.4,3.635e+03,5.461e+02,1.563e+02,4.337e+03
152.9,3.933e+03,4.475e+02,1.551e+02,4.535e+03
154.4,4.198e+03,3.453e+02,1.586e+02,4.701e+03
155.9,4.383e+03,2.602e+02,1.670e+02,4.810e+03
157.4,4.460e+03,2.509e+02,1.726e+02,4.883e+03
158.9,4.269e+03,3.125e+02,1.604e+02,4.742e+03
160.4,4.048e+03,3.584e+02,1.777e+02,4.584e+03
161.9,3.879e+03,4.056e+02,2.381e+02,4.523e+03
163.4,3.581e+03,4.858e+02,2.938e+02,4.361e+03
164.9,2.963e+03,5.587e+02,3.250e+02,3.847e+03
166.4,2.305e+03,6.502e+02,3.009e+02,3.256e+03
167.9,2.118e+03,7.453e+02,2.893e+02,3.153e+03
169.4,2.199e+03,8.023e+02,2.759e+02,3.277e+03
170.9,2.353e+03,8.063e+02,2.711e+02,3.430e+03
172.4,2.529e+03,7.505e+02,2.712e+02,3.550e+03
173.9,2.718e+03,7.467e+02,2.851e+02,3.749e+03
175.4,3.130e+03,7.592e+02,2.962e+02,4.186e+03
176.9,3.756e+03,8.088e+02,3.334e+02,4.898e+03
178.4,4.434e+03,8.425e+02,3.816e+02,5.658e+03
179.9,4.798e+03,8.215e+02,3.842e+02,6.003e+03
181.4,4.752e+03,7.894e+02,4.022e+02,5.943e+03
182.9,4.797e+03,7.697e+02,4.186e+02,5.985e+03
184.4,5.155e+03,8.096e+02,4.374e+02,6.402e+03
185.9,4.828e+03,7.802e+02,4.623e+02,6.070e+03
187.4,4.180e+03,6.641e+02,4.097e+02,5.254e+03
188.9,4.005e+03,6.337e+02,3.611e+02,5.000e+03
190.4,4.438e+03,6.040e+02,3.235e+02,5.366e+03
191.9,5.165e+03,6.322e+02,2.840e+02,6.081e+03
193.4,5.563e+03,6.610e+02,2.300e+02,6.454e+03
194.9,5.792e+03,6.593e+02,2.045e+02,6.655e+03
196.3,5.897e+03,6.623e+02,1.925e+02,6.752e+03
197.8,6.123e+03,6.897e+02,1.666e+02,6.979e+03
199.3,6.720e+03,7.246e+02,1.505e+02,7.595e+03
